title,platform,metascore,userscore,genre,date
Remnant: From the Ashes - Subject 2923,PC,78.0,53.0,action,2020-08-20
Ogre Tale,PC,63.0,70.8,action,2020-08-20
Takeshi & Hiroshi,Switch,67.0,70.8,action,2020-08-18
Evergate,Switch,70.0,70.8,action,2020-08-18
Bite the Bullet,Xbox One,64.0,70.8,action,2020-08-14
Double Kick Heroes,PC,73.0,70.8,action,2020-08-13
Double Kick Heroes,Switch,74.0,70.8,action,2020-08-13
Bite the Bullet,Switch,61.0,70.8,action,2020-08-13
Risk of Rain 2,PC,85.0,70.8,action,2020-08-11
Hyper Scape,PC,68.0,70.8,action,2020-08-11
Hyper Scape,PlayStation 4,62.0,51.0,action,2020-08-11
Hyper Scape,Xbox One,60.0,70.8,action,2020-08-11
Samurai Shodown! 2,Switch,65.0,70.8,action,2020-08-07
King of Fighters R-2,Switch,71.0,70.8,action,2020-08-07
Swimsanity!,Switch,65.0,70.8,action,2020-08-06
Post Void,PC,76.0,70.8,action,2020-08-06
West of Dead,PlayStation 4,63.0,62.0,action,2020-08-05
Hellbound,PC,61.0,62.0,action,2020-08-04
SPITLINGS,PC,73.0,70.8,action,2020-08-04
SPITLINGS,Switch,65.0,70.8,action,2020-08-04
Skully,Switch,61.0,70.8,action,2020-08-04
Skully,Xbox One,66.0,70.8,action,2020-08-04
Skully,PlayStation 4,63.0,70.8,action,2020-08-04
Skully,PC,61.0,70.8,action,2020-08-04
Dodo Peak,Switch,56.0,70.8,action,2020-07-31
Mobile Suit Gundam: Extreme VS. MaxiBoost ON,PlayStation 4,78.0,70.8,action,2020-07-30
Pistol Whip,PlayStation 4,88.0,71.0,action,2020-07-30
Fight Crab,PC,60.0,73.0,action,2020-07-29
Ageless,PC,72.0,70.8,action,2020-07-28
Ageless,Switch,68.0,70.8,action,2020-07-28
Cuphead,PlayStation 4,86.0,70.8,action,2020-07-28
Cubicity,Switch,60.0,68.0,action,2020-07-25
Tannenberg,Xbox One,72.0,63.0,action,2020-07-24
Tannenberg,PlayStation 4,61.0,70.8,action,2020-07-24
Crysis Remastered,Switch,66.0,70.8,action,2020-07-23
Carrion,PC,75.0,70.8,action,2020-07-23
Carrion,Xbox One,76.0,70.8,action,2020-07-23
Carrion,Switch,76.0,70.8,action,2020-07-23
GERRRMS,Switch,55.0,70.8,action,2020-07-23
Necrobarista,PC,81.0,61.0,action,2020-07-22
Rock of Ages 3: Make & Break,PC,72.0,57.0,action,2020-07-21
Rock of Ages 3: Make & Break,PlayStation 4,65.0,62.0,action,2020-07-21
Rock of Ages 3: Make & Break,Xbox One,74.0,70.8,action,2020-07-21
Rock of Ages 3: Make & Break,Switch,64.0,70.8,action,2020-07-21
Panzer Paladin,PC,76.0,70.8,action,2020-07-21
Panzer Paladin,Switch,77.0,65.0,action,2020-07-21
Rogue Company,PC,75.0,70.8,action,2020-07-20
"Warhammer 40,000: Mechanicus",PlayStation 4,67.0,69.0,action,2020-07-17
"Warhammer 40,000: Mechanicus",Xbox One,79.0,70.8,action,2020-07-17
"Warhammer 40,000: Mechanicus",Switch,72.0,64.0,action,2020-07-17
SUPERHOT: MIND CONTROL DELETE,PC,78.0,65.0,action,2020-07-16
Radical Rabbit Stew,Xbox One,81.0,70.8,action,2020-07-16
Radical Rabbit Stew,Switch,77.0,70.8,action,2020-07-16
Radical Rabbit Stew,PlayStation 4,70.0,66.0,action,2020-07-16
Never Breakup,Switch,52.0,70.8,action,2020-07-16
Waifu Uncovered,Switch,58.0,70.0,action,2020-07-16
SUPERHOT: MIND CONTROL DELETE,PlayStation 4,77.0,65.0,action,2020-07-16
SUPERHOT: MIND CONTROL DELETE,Xbox One,82.0,52.0,action,2020-07-16
REZ PLZ,PC,75.0,70.8,action,2020-07-15
REZ PLZ,Switch,64.0,70.8,action,2020-07-15
Neon Abyss,PC,74.0,62.0,action,2020-07-14
Rocket Arena,PlayStation 4,68.0,70.8,action,2020-07-14
Rocket Arena,PC,73.0,50.0,action,2020-07-14
Rocket Arena,Xbox One,71.0,70.8,action,2020-07-14
Neon Abyss,PlayStation 4,80.0,74.0,action,2020-07-14
Neon Abyss,Switch,79.0,57.0,action,2020-07-14
Death Stranding,PC,86.0,70.8,action,2020-07-14
Neon Abyss,Xbox One,81.0,67.0,action,2020-07-14
Towaga: Among Shadows,PC,58.0,70.8,action,2020-07-14
Halo: The Master Chief Collection - Halo 3,PC,88.0,70.8,action,2020-07-14
Budget Cuts,PlayStation 4,78.0,70.8,action,2020-07-10
Sisters Royale: Five Sisters Under Fire,Xbox One,66.0,70.8,action,2020-07-10
Marvel's Iron Man VR,PlayStation 4,73.0,62.0,action,2020-07-03
Clash Force,PlayStation 4,50.0,70.8,action,2020-07-03
Biped,Switch,72.0,70.8,action,2020-07-02
Keen: One Girl Army,Switch,76.0,70.8,action,2020-07-02
Mr. Driller: Drill Land,Switch,80.0,70.8,action,2020-06-25
Mr. Driller: Drill Land,PC,76.0,70.8,action,2020-06-25
Borderlands 3: Bounty of Blood,PC,77.0,56.0,action,2020-06-25
Ninjala,Switch,68.0,66.0,action,2020-06-24
Phantom: Covert Ops,PC,75.0,70.8,action,2020-06-23
Duke Nukem 3D: 20th Anniversary World Tour,Switch,78.0,70.8,action,2020-06-23
Ultracore,PlayStation 4,63.0,70.8,action,2020-06-23
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,PlayStation 4,68.0,70.8,action,2020-06-23
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,Xbox One,71.0,70.8,action,2020-06-23
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,PC,69.0,70.8,action,2020-06-23
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,Switch,66.0,70.8,action,2020-06-23
Ultracore,Switch,65.0,70.8,action,2020-06-23
Flying Red Barrel - The Diary of a Little Aviator,PC,61.0,70.8,action,2020-06-19
Waking,Xbox One,51.0,70.8,action,2020-06-18
Waking,PC,72.3,70.8,action,2020-06-18
West of Dead,Xbox One,73.0,68.0,action,2020-06-18
West of Dead,PC,69.0,61.0,action,2020-06-18
Ruiner,Switch,82.0,70.8,action,2020-06-18
Alwa's Legacy,PC,78.0,70.8,action,2020-06-17
Colt Canyon,Switch,72.0,70.8,action,2020-06-16
Disintegration,PlayStation 4,60.0,70.8,action,2020-06-16
Disintegration,Xbox One,67.0,60.0,action,2020-06-16
Disintegration,PC,62.0,59.0,action,2020-06-15
Little Orpheus,iOS (Apple Arcade),71.0,70.8,action,2020-06-12
Project Warlock,Xbox One,79.0,61.0,action,2020-06-12
Samurai Shodown,PC,76.0,61.0,action,2020-06-11
Project Warlock,Switch,71.0,70.8,action,2020-06-11
Jump King,Switch,74.0,70.8,action,2020-06-09
Jump King,PlayStation 4,71.0,70.8,action,2020-06-09
Project Warlock,PlayStation 4,74.0,70.8,action,2020-06-09
Potata: Fairy Flower,Switch,66.0,70.8,action,2020-06-06
Outbuddies DX,Switch,70.0,70.8,action,2020-06-05
Rigid Force Redux,Switch,71.0,70.8,action,2020-06-05
Cyber Protocol,Xbox One,65.0,70.8,action,2020-06-05
The TakeOver,Switch,73.0,70.8,action,2020-06-04
Valorant,PC,80.0,50.0,action,2020-06-02
Skelattack,PC,69.0,70.8,action,2020-06-02
Skelattack,PlayStation 4,65.0,65.0,action,2020-06-02
Skelattack,Xbox One,72.0,70.8,action,2020-06-02
Skelattack,Switch,60.0,64.0,action,2020-06-02
Atomicrops,PC,78.0,74.0,action,2020-05-28
Shantae and the Seven Sirens,Switch,79.0,65.0,action,2020-05-28
Shantae and the Seven Sirens,PlayStation 4,71.0,57.0,action,2020-05-28
Shantae and the Seven Sirens,PC,80.0,61.0,action,2020-05-28
Shantae and the Seven Sirens,Xbox One,75.0,51.0,action,2020-05-28
Atomicrops,Xbox One,75.0,70.8,action,2020-05-28
Atomicrops,Switch,67.0,70.8,action,2020-05-28
Sega Ages: Thunder Force AC,Switch,80.0,70.8,action,2020-05-28
Missile Command: Recharged,Switch,68.0,70.8,action,2020-05-27
Mortal Kombat 11: Aftermath,PlayStation 4,75.0,62.0,action,2020-05-26
Mortal Kombat 11: Aftermath,Xbox One,79.0,67.0,action,2020-05-26
Warface: Breakout,Xbox One,66.0,70.8,action,2020-05-26
Wildfire,PC,79.0,70.8,action,2020-05-25
Arrest of a stone Buddha,Switch,64.0,70.8,action,2020-05-21
Crucible,PC,56.0,70.8,action,2020-05-20
The Wonderful 101: Remastered,Switch,72.0,66.0,action,2020-05-19
The Wonderful 101: Remastered,PC,85.0,63.0,action,2020-05-19
The Wonderful 101: Remastered,PlayStation 4,76.0,64.0,action,2020-05-19
GORN,PlayStation 4,68.0,50.0,action,2020-05-19
Hatsune Miku: Project Diva MegaMix,Switch,79.0,70.8,action,2020-05-15
Ion Fury,PlayStation 4,75.0,68.0,action,2020-05-14
Ion Fury,Xbox One,70.0,67.0,action,2020-05-14
Ion Fury,Switch,77.0,74.0,action,2020-05-14
Star Horizon,Switch,52.0,70.8,action,2020-05-14
Deep Rock Galactic,PC,85.0,70.8,action,2020-05-13
Deep Rock Galactic,Xbox One,83.0,70.8,action,2020-05-13
Huntdown,PlayStation 4,82.0,70.8,action,2020-05-12
Huntdown,Xbox One,87.0,56.0,action,2020-05-12
Huntdown,Switch,86.0,70.8,action,2020-05-12
Huntdown,PC,85.0,70.8,action,2020-05-12
Jet Lancer,Switch,81.0,70.8,action,2020-05-12
Halo 2: Anniversary,PC,71.0,70.8,action,2020-05-12
Fury Unleashed,PC,79.0,67.0,action,2020-05-08
Fury Unleashed,PlayStation 4,78.0,66.0,action,2020-05-08
Fury Unleashed,Xbox One,80.0,50.0,action,2020-05-08
Fury Unleashed,Switch,76.0,70.8,action,2020-05-08
Wavey The Rocket,PC,62.0,70.8,action,2020-05-07
Void Bastards,Switch,78.0,64.0,action,2020-05-07
PONG Quest,Switch,72.3,70.8,action,2020-05-07
Fledgling Heroes,Switch,68.0,70.8,action,2020-05-07
Jay and Silent Bob: Mall Brawl,Switch,73.0,70.8,action,2020-05-07
Monochrome World,Switch,69.0,70.8,action,2020-05-07
World War Z Game of the Year Edition,Xbox One,68.0,70.8,action,2020-05-05
World War Z Game of the Year Edition,PlayStation 4,68.0,53.0,action,2020-05-05
Streets of Rage 4,PlayStation 4,82.0,70.8,action,2020-04-30
Streets of Rage 4,Xbox One,82.0,70.8,action,2020-04-30
Ministry of Broadcast,Switch,75.0,70.8,action,2020-04-30
Streets of Rage 4,PC,84.0,70.8,action,2020-04-30
Call of Duty: Modern Warfare 2 Campaign Remastered,PC,71.0,74.0,action,2020-04-30
Streets of Rage 4,Switch,87.0,70.8,action,2020-04-30
Dread Nautical,PlayStation 4,73.0,50.0,action,2020-04-29
Dread Nautical,Switch,71.0,70.8,action,2020-04-29
Dread Nautical,Xbox One,75.0,70.8,action,2020-04-29
Dread Nautical,PC,58.0,70.8,action,2020-04-29
SNK Gals' Fighters,Switch,73.0,70.8,action,2020-04-29
Get Packed,Stadia,81.0,70.8,action,2020-04-28
Moving Out,PC,79.0,74.0,action,2020-04-28
Sakura Wars,PlayStation 4,73.0,73.0,action,2020-04-28
Moving Out,Switch,77.0,70.0,action,2020-04-28
Moving Out,PlayStation 4,74.0,70.8,action,2020-04-28
Moving Out,Xbox One,78.0,69.0,action,2020-04-28
Remnant: From the Ashes - Swamps of Corsus,PC,81.0,71.0,action,2020-04-28
Predator: Hunting Grounds,PlayStation 4,56.0,61.0,action,2020-04-24
Predator: Hunting Grounds,PC,62.0,50.0,action,2020-04-24
Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto,Switch,79.0,70.8,action,2020-04-24
Doug Hates His Job,Xbox One,72.3,70.8,action,2020-04-24
Filament,PC,81.0,70.8,action,2020-04-23
ITTA,Switch,77.0,70.8,action,2020-04-22
Obey Me,PlayStation 4,61.0,70.8,action,2020-04-21
Obey Me,Xbox One,67.0,70.8,action,2020-04-21
PONG Quest,PC,57.0,70.8,action,2020-04-21
Obey Me,PC,70.0,70.8,action,2020-04-20
Woodle Tree 2: Deluxe+,Xbox One,71.0,70.8,action,2020-04-17
Galaxy Warfighter,Switch,55.0,70.8,action,2020-04-16
Gunbrick: Reloaded,Switch,74.0,70.8,action,2020-04-09
Biped,PlayStation 4,70.0,70.8,action,2020-04-08
Below,PlayStation 4,75.0,70.8,action,2020-04-07
HyperParasite,Switch,71.0,70.8,action,2020-04-03
HyperParasite,Xbox One,74.0,71.0,action,2020-04-03
HyperParasite,PlayStation 4,67.0,68.0,action,2020-04-03
Snakeybus,Xbox One,61.0,70.8,action,2020-04-03
My Friend Pedro,PlayStation 4,71.0,72.0,action,2020-04-02
Totally Reliable Delivery Service,Switch,72.3,70.8,action,2020-04-01
Totally Reliable Delivery Service,PlayStation 4,55.0,70.8,action,2020-04-01
Totally Reliable Delivery Service,Xbox One,63.0,62.0,action,2020-04-01
Cat Girl Without Salad: Amuse-Bouche,Switch,63.0,70.8,action,2020-04-01
Treachery in Beatdown City,Switch,68.0,70.8,action,2020-03-31
Zombie Army Trilogy,Switch,70.0,68.0,action,2020-03-31
Ty the Tasmanian Tiger HD,Switch,70.0,70.8,action,2020-03-31
Snakeybus,PlayStation 4,67.0,70.8,action,2020-03-31
Call of Duty: Modern Warfare 2 Campaign Remastered,PlayStation 4,71.0,73.0,action,2020-03-31
Treachery in Beatdown City,PC,64.0,70.8,action,2020-03-30
One Piece: Pirate Warriors 4,PlayStation 4,75.0,70.8,action,2020-03-27
One Piece: Pirate Warriors 4,Switch,69.0,70.8,action,2020-03-27
One Piece: Pirate Warriors 4,Xbox One,76.0,70.8,action,2020-03-27
Lost Words: Beyond the Page,Stadia,78.0,70.0,action,2020-03-27
Duck Souls+,Switch,76.0,70.8,action,2020-03-27
Star Wars Jedi Knight: Jedi Academy,PlayStation 4,68.0,51.0,action,2020-03-26
Panzer Dragoon,Switch,63.0,74.0,action,2020-03-26
Biped,PC,74.0,70.8,action,2020-03-26
Star Wars Jedi Knight: Jedi Academy,Switch,68.0,54.0,action,2020-03-26
"Borderlands 3: Guns, Love, and Tentacles",PC,72.0,61.0,action,2020-03-26
Shinsekai: Into the Depths,Switch,78.0,70.8,action,2020-03-26
Good Job!,Switch,78.0,70.8,action,2020-03-26
Freedom Finger,PlayStation 4,82.0,70.8,action,2020-03-24
Freedom Finger,Xbox One,78.0,70.8,action,2020-03-24
Bleeding Edge,Xbox One,66.0,62.0,action,2020-03-24
Bleeding Edge,PC,62.0,52.0,action,2020-03-24
Twin Breaker: A Sacred Symbols Adventure,PlayStation 4,69.0,74.0,action,2020-03-24
Dogurai,Switch,71.0,67.0,action,2020-03-24
Half-Life: Alyx,PC,93.0,70.8,action,2020-03-23
Bug Academy,Switch,82.0,70.8,action,2020-03-23
Spyder,iOS (Apple Arcade),75.0,59.0,action,2020-03-20
DOOM Eternal,PlayStation 4,87.0,70.8,action,2020-03-20
DOOM Eternal,PC,88.0,70.8,action,2020-03-20
DOOM 64,Switch,77.0,70.8,action,2020-03-20
DOOM 64,PlayStation 4,75.0,71.0,action,2020-03-20
DOOM 64,Xbox One,77.0,71.0,action,2020-03-20
DOOM Eternal,Xbox One,88.0,70.8,action,2020-03-19
Dezatopia,Switch,71.0,70.8,action,2020-03-19
Narcos: Rise of the Cartels,Switch,72.3,70.8,action,2020-03-17
Exit the Gungeon,PC,67.0,66.0,action,2020-03-17
Exit the Gungeon,Switch,69.0,70.0,action,2020-03-17
Sky Racket,Switch,72.0,70.8,action,2020-03-17
Stela,PC,68.0,59.0,action,2020-03-13
My Hero One's Justice 2,PC,68.0,57.0,action,2020-03-13
My Hero One's Justice 2,Switch,65.0,63.0,action,2020-03-13
My Hero One's Justice 2,PlayStation 4,68.0,70.8,action,2020-03-13
My Hero One's Justice 2,Xbox One,65.0,53.0,action,2020-03-13
Syder Reloaded,Switch,75.0,70.8,action,2020-03-13
Stela,Switch,63.0,58.0,action,2020-03-13
Roundguard,Switch,79.0,70.8,action,2020-03-13
Roundguard,Xbox One,80.0,70.8,action,2020-03-13
Neon City Riders,Switch,61.0,70.8,action,2020-03-12
Neon City Riders,Xbox One,75.0,70.8,action,2020-03-12
Brotherhood United,Switch,72.3,70.8,action,2020-03-12
Ori and the Will of the Wisps,Xbox One,90.0,70.8,action,2020-03-11
Ori and the Will of the Wisps,PC,88.0,70.8,action,2020-03-11
Call of Duty: Warzone,PC,80.0,70.8,action,2020-03-10
Call of Duty: Warzone,PlayStation 4,79.0,70.8,action,2020-03-10
Call of Duty: Warzone,Xbox One,79.0,70.8,action,2020-03-10
60 Seconds!,Xbox One,63.0,70.8,action,2020-03-06
Ibb & Obb,Switch,78.0,68.0,action,2020-03-05
Separation,PlayStation 4,59.0,70.8,action,2020-03-04
Granblue Fantasy: Versus,PlayStation 4,78.0,65.0,action,2020-03-03
Hypergalactic Psychic Table Tennis 3000,PC,77.0,70.8,action,2020-03-03
Tom Clancy's The Division 2: Warlords of New York,PlayStation 4,74.0,70.8,action,2020-03-03
Tom Clancy's The Division 2: Warlords of New York,PC,79.0,70.8,action,2020-03-03
Tom Clancy's The Division 2: Warlords of New York,Xbox One,82.0,70.8,action,2020-03-03
Halo: Combat Evolved Anniversary,PC,79.0,70.8,action,2020-03-03
Bloodroots,PC,76.0,63.0,action,2020-02-28
Metro: 2033 Redux,Switch,86.0,70.8,action,2020-02-28
Bloodroots,PlayStation 4,81.0,64.0,action,2020-02-28
Bloodroots,Switch,75.0,74.0,action,2020-02-28
One Punch Man: A Hero Nobody Knows,PlayStation 4,57.0,70.8,action,2020-02-28
One Punch Man: A Hero Nobody Knows,Xbox One,59.0,70.8,action,2020-02-28
Metro: Last Light Redux,Switch,86.0,70.8,action,2020-02-28
UnderHero,Switch,86.0,70.8,action,2020-02-27
MouseCraft,Switch,77.0,70.8,action,2020-02-27
One Finger Death Punch 2,Xbox One,77.0,70.8,action,2020-02-26
One Finger Death Punch 2,Switch,83.0,70.8,action,2020-02-26
Samurai Shodown,Switch,75.0,74.0,action,2020-02-25
Space Channel 5 VR: Kinda Funky News Flash,PlayStation 4,54.0,63.0,action,2020-02-25
Hayfever,Switch,76.0,70.8,action,2020-02-25
Sayonara Wild Hearts,Xbox One,85.0,69.0,action,2020-02-25
Last Encounter,Switch,52.0,70.8,action,2020-02-21
Tower of Babel - no mercy,Switch,70.0,70.8,action,2020-02-21
Ego Protocol: Remastered,Switch,72.3,70.8,action,2020-02-21
Under Night In-Birth Exe:Late[cl-r],PlayStation 4,80.0,64.0,action,2020-02-20
Under Night In-Birth Exe:Late[cl-r],Switch,82.0,70.8,action,2020-02-20
Sega Ages: Sonic the Hedgehog 2,Switch,83.0,70.8,action,2020-02-20
3000th Duel,Switch,71.0,70.8,action,2020-02-19
Hunt: Showdown,PlayStation 4,81.0,70.0,action,2020-02-18
Hunt: Showdown,Xbox One,76.0,66.0,action,2020-02-18
Vanquish,PlayStation 4,77.0,70.8,action,2020-02-18
Warriors Orochi 4 Ultimate,Switch,70.0,68.0,action,2020-02-14
Warriors Orochi 4 Ultimate,PlayStation 4,70.0,58.0,action,2020-02-14
Street Fighter V: Champion Edition,PlayStation 4,82.0,60.0,action,2020-02-14
Street Fighter V: Champion Edition,PC,77.0,70.8,action,2020-02-14
Underhero,Xbox One,81.0,68.0,action,2020-02-14
Shadowgun War Games,iOS,64.0,60.0,action,2020-02-14
Nom Nom Apocalypse,PC,72.3,70.8,action,2020-02-13
Azur Lane: Crosswave,PlayStation 4,56.0,63.0,action,2020-02-13
Project Starship,Xbox One,58.0,70.8,action,2020-02-12
Underhero,PlayStation 4,74.0,70.8,action,2020-02-11
The Turing Test,Switch,77.0,57.0,action,2020-02-07
KUNAI,PC,78.0,70.8,action,2020-02-06
KUNAI,Switch,73.0,70.8,action,2020-02-06
7th Sector,PlayStation 4,76.0,65.0,action,2020-02-05
7th Sector,Xbox One,76.0,68.0,action,2020-02-05
7th Sector,Switch,70.0,70.8,action,2020-02-05
Zombie Army 4: Dead War,PlayStation 4,72.0,63.0,action,2020-02-04
Zombie Army 4: Dead War,Xbox One,77.0,58.0,action,2020-02-04
HYPERCHARGE: Unboxed,Switch,74.0,70.8,action,2020-01-31
Patapon 2 Remastered,PlayStation 4,75.0,70.0,action,2020-01-30
Ministry of Broadcast,PC,67.0,70.8,action,2020-01-30
Sisters Royale: Five Sisters Under Fire,Switch,59.0,70.8,action,2020-01-30
The Pedestrian,PC,81.0,70.8,action,2020-01-29
Sisters Royale: Five Sisters Under Fire,PlayStation 4,58.0,70.8,action,2020-01-29
Code Shifter,Switch,55.0,70.8,action,2020-01-29
Effie,PC,70.0,63.0,action,2020-01-28
It came from space and ate our brains,Xbox One,63.0,70.8,action,2020-01-28
Actual Sunlight,Switch,60.0,70.8,action,2020-01-28
EarthNight,PlayStation 4,79.0,68.0,action,2020-01-23
The Walking Dead: Saints & Sinners,PC,81.0,70.8,action,2020-01-23
198X,Switch,65.0,70.0,action,2020-01-23
SpeedRunners,Switch,71.0,72.0,action,2020-01-23
"Warhammer 40,000: Space Wolf",Switch,55.0,71.0,action,2020-01-23
Sega Ages: Shinobi,Switch,78.0,70.8,action,2020-01-23
Sega Ages: Fantasy Zone,Switch,84.0,70.8,action,2020-01-23
Lumini,Xbox One,75.0,70.8,action,2020-01-22
Vitamin Connection,Switch,80.0,70.8,action,2020-01-17
Super Crush K.O.,Switch,77.0,70.8,action,2020-01-16
Super Crush K.O.,PC,69.0,70.8,action,2020-01-16
Lightmatter,PC,73.0,70.8,action,2020-01-15
HARDCORE MECHA,PlayStation 4,77.0,68.0,action,2020-01-14
Super Mega Space Blaster Special Turbo,Switch,68.0,70.8,action,2020-01-14
Squidlit,Switch,54.0,70.8,action,2020-01-14
Darwin Project,PC,74.0,68.0,action,2020-01-13
THOTH,Switch,73.0,70.8,action,2020-01-09
140,Switch,70.0,70.8,action,2020-01-09
Ultimate Racing 2D,Switch,59.0,70.8,action,2020-01-06
Natsuki Chronicles,Xbox One,83.0,70.8,action,2019-12-25
Down to Hell,Switch,72.3,70.8,action,2019-12-23
Borderlands 3: Moxxi's Heist of the Handsome Jackpot,Xbox One,82.0,70.0,action,2019-12-19
Borderlands 3: Moxxi's Heist of the Handsome Jackpot,PC,75.0,59.0,action,2019-12-19
LEGO Builder's Journey,iOS (Apple Arcade),80.0,70.8,action,2019-12-19
Wattam,PlayStation 4,72.0,65.0,action,2019-12-17
Dead End Job,Switch,55.0,70.8,action,2019-12-13
Dead End Job,Xbox One,71.0,70.8,action,2019-12-13
Budget Cuts 2: Mission Insolvency,PC,74.0,73.0,action,2019-12-12
Jamestown+,Switch,78.0,70.8,action,2019-12-12
SuperEpic: The Entertainment War,Switch,76.0,70.8,action,2019-12-12
Ultimate Racing 2D,Xbox One,54.0,70.8,action,2019-12-11
Shovel Knight: King of Cards,Switch,83.0,70.8,action,2019-12-10
BONEWORKS,PC,72.0,70.8,action,2019-12-10
Riverbond,Switch,60.0,70.8,action,2019-12-10
Terminator: Resistance,PlayStation 4,72.3,73.0,action,2019-12-10
Terminator: Resistance,Xbox One,55.0,70.8,action,2019-12-10
Call of Juarez: Gunslinger,Switch,72.0,70.8,action,2019-12-10
AVICII Invector,PlayStation 4,80.0,69.0,action,2019-12-10
AVICII Invector,PC,79.0,70.8,action,2019-12-10
AVICII Invector,Xbox One,82.0,70.8,action,2019-12-10
Shovel Knight Showdown,PC,65.0,70.8,action,2019-12-10
Shovel Knight: King of Cards,PC,84.0,70.8,action,2019-12-10
Pinball FX3: Williams Pinball - Volume 5,Switch,83.0,70.8,action,2019-12-10
Shovel Knight Showdown,Switch,75.0,73.0,action,2019-12-10
Space Pioneer,Switch,58.0,70.8,action,2019-12-06
My Friend Pedro,Xbox One,76.0,72.0,action,2019-12-05
Everreach: Project Eden,PC,72.3,52.0,action,2019-12-04
Everreach: Project Eden,Xbox One,52.0,70.8,action,2019-12-04
EarthNight,Switch,70.0,72.0,action,2019-12-03
Fight'N Rage,PlayStation 4,83.0,72.0,action,2019-12-03
Arise: A Simple Story,PlayStation 4,80.0,70.8,action,2019-12-03
Arise: A Simple Story,Xbox One,80.0,70.8,action,2019-12-03
Arise: A Simple Story,PC,79.0,70.8,action,2019-12-03
Halo: Reach Remastered,PC,81.0,73.0,action,2019-12-03
Cuisine Royale,PlayStation 4,73.0,71.0,action,2019-12-03
FoxyLand,Switch,54.0,70.8,action,2019-11-29
Asterix & Obelix XXL 3: The Crystal Menhir,Switch,52.0,70.8,action,2019-11-28
Asterix & Obelix XXL 3: The Crystal Menhir,Xbox One,52.0,54.0,action,2019-11-28
Asterix & Obelix XXL 3: The Crystal Menhir,PlayStation 4,59.0,52.0,action,2019-11-28
SD Gundam G Generation Cross Rays,PC,71.0,70.8,action,2019-11-27
GRIS,PlayStation 4,82.0,70.8,action,2019-11-26
Story of a Gladiator,PlayStation 4,64.0,70.8,action,2019-11-26
Espire 1: VR Operative,PC,68.0,70.8,action,2019-11-22
Narcos: Rise of the Cartels,Xbox One,63.0,70.8,action,2019-11-22
Sniper Ghost Warrior Contracts,Xbox One,67.0,60.0,action,2019-11-22
Sniper Ghost Warrior Contracts,PlayStation 4,65.0,62.0,action,2019-11-22
Sniper Ghost Warrior Contracts,PC,71.0,66.0,action,2019-11-22
Deemo Reborn,PlayStation 4,75.0,70.8,action,2019-11-21
